Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22022.0,22607.0,22022.0,22608.0,5.6865646911319345e-05,0.03150932900462067,30.643171165470903,2020/07/28,22314.295050525125,22314.057150763892,19149.67018203168,3164.386968732212,,,,
22023.0,22608.0,22021.0,22607.0,4.759513831231743e-05,0.027829798968014074,30.594261813093453,2020/07/29,22314.295098120263,22314.08498056286,19119.103750017555,3194.9812305453056,,,,
22022.0,22608.0,22022.0,22607.0,3.984720751759596e-05,0.024579669145168737,30.54542507177848,2020/07/30,22314.29513796747,22314.109560232006,19088.582904614923,3225.526655617084,,,,
22021.0,22607.0,22022.0,22607.0,3.3370037272106856e-05,0.021708874508476583,30.49666147073185,2020/07/31,22314.295171337508,22314.131269106514,19058.107952018698,3256.023317087816,,,,
22022.0,22607.0,22023.0,22607.0,2.7953439712291583e-05,0.01917318199411966,30.447971463050635,2020/08/01,22314.295199290947,22314.15044228851,19027.67915373764,3286.4712885508666,,,,
22021.0,22608.0,22022.0,22608.0,2.3422697267960757e-05,0.01693350699133589,30.399355434672998,2020/08/02,22314.295222713645,22314.1673757955,18997.29673180996,3316.8706439855396,,,,
22022.0,22608.0,22022.0,22608.0,1.9631756003946066e-05,0.014955320071749156,30.35081371216893,2020/08/03,22314.2952423454,22314.18233111557,18966.960873417862,3347.2214576977085,,,,
22022.0,22607.0,22022.0,22608.0,1.645899101276882e-05,0.013208113992732251,30.302346569710153,2020/08/04,22314.29525880439,22314.195539229564,18936.671734962147,3377.5238042674187,,,,
22022.0,22607.0,22022.0,22608.0,1.3802829926135018e-05,0.01166493738128338,30.253954235187848,2020/08/05,22314.29527260722,22314.207204166945,18906.42944566434,3407.7777585026065,,,,
22023.0,22607.0,22022.0,22608.0,1.1578547855606303e-05,0.010301980168151204,30.205636895635962,2020/08/06,22314.29528418577,22314.217506147113,18876.234110748872,3437.9833953982425,,,,
